submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,languages,measure,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,trialNR
143,39,,intervention,Graduated College,689440,1667310972402,1667310282962,male,spaceColony,1,English,relation,60d22b50ec3b62385ed1eaff,636122c1249a77ef445e1a58,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",66912,2
143,39,,intervention,Graduated College,689440,1667310972402,1667310282962,male,spaceColony,1,English,ralocrop,60d22b50ec3b62385ed1eaff,636122c1249a77ef445e1a58,62e8e1ca5c8e225c556e0af8,intervention,22343,3
168,34,,association,Did not graduate High-school,71223,1667318317145,1667318245922,female,spaceColony,1,english,choice,5e9375259c9687000b26ec11,636141e46d0e014f8350aff9,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,12344,0
168,34,,association,Did not graduate High-school,71223,1667318317145,1667318245922,female,spaceColony,1,english,justification,5e9375259c9687000b26ec11,636141e46d0e014f8350aff9,62e8e1ca5c8e225c556e0af8,Both could do with help,23278,1
168,34,,association,Did not graduate High-school,71223,1667318317145,1667318245922,female,spaceColony,1,english,relation,5e9375259c9687000b26ec11,636141e46d0e014f8350aff9,62e8e1ca5c8e225c556e0af8,Ralocrop does not grow on Xelifan-3.,13471,2
168,34,,association,Did not graduate High-school,71223,1667318317145,1667318245922,female,spaceColony,1,english,ralocrop,5e9375259c9687000b26ec11,636141e46d0e014f8350aff9,62e8e1ca5c8e225c556e0af8,intervention,5566,3
169,33,,intervention,Higher degree,79588,1667318331062,1667318251474,female,spaceColony,1,English,choice,5ed4c3d73ac88100098198f1,636141e649c595c7751cc4cf,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,20384,0
169,33,,intervention,Higher degree,79588,1667318331062,1667318251474,female,spaceColony,1,English,justification,5ed4c3d73ac88100098198f1,636141e649c595c7751cc4cf,62e8e1ca5c8e225c556e0af8,To boost the yield of the one that is essential for survival,11621,1
169,33,,intervention,Higher degree,79588,1667318331062,1667318251474,female,spaceColony,1,English,relation,5ed4c3d73ac88100098198f1,636141e649c595c7751cc4cf,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",16312,2
169,33,,intervention,Higher degree,79588,1667318331062,1667318251474,female,spaceColony,1,English,ralocrop,5ed4c3d73ac88100098198f1,636141e649c595c7751cc4cf,62e8e1ca5c8e225c556e0af8,association,11246,3
170,37,,intervention,Higher degree,86219,1667318336476,1667318250257,male,spaceColony,1,English,choice,60b610d8c3c4f177c8337729,636141e6b94d3a5112f7de71,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,8331,0
170,37,,intervention,Higher degree,86219,1667318336476,1667318250257,male,spaceColony,1,English,justification,60b610d8c3c4f177c8337729,636141e6b94d3a5112f7de71,62e8e1ca5c8e225c556e0af8,"The benefits of doing both, despite the drawbacks, seemed like a better overall choice.",26254,1
170,37,,intervention,Higher degree,86219,1667318336476,1667318250257,male,spaceColony,1,English,relation,60b610d8c3c4f177c8337729,636141e6b94d3a5112f7de71,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",4684,2
170,37,,intervention,Higher degree,86219,1667318336476,1667318250257,male,spaceColony,1,English,ralocrop,60b610d8c3c4f177c8337729,636141e6b94d3a5112f7de71,62e8e1ca5c8e225c556e0af8,association,14836,3
175,23,,observation,Graduated College,100452,1667318355384,1667318254932,female,spaceColony,1,English,choice,5f04a092b712400db27ef0f3,636141e222d4c93c68189cfb,62e8e1ca5c8e225c556e0af8,only xeliherb,29762,0
175,23,,observation,Graduated College,100452,1667318355384,1667318254932,female,spaceColony,1,English,justification,5f04a092b712400db27ef0f3,636141e222d4c93c68189cfb,62e8e1ca5c8e225c556e0af8,I think the fact that I would want to save resources and therefore would only cultivate Xeliherb.,31243,1
175,23,,observation,Graduated College,100452,1667318355384,1667318254932,female,spaceColony,1,English,relation,5f04a092b712400db27ef0f3,636141e222d4c93c68189cfb,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",10013,2
175,23,,observation,Graduated College,100452,1667318355384,1667318254932,female,spaceColony,1,English,ralocrop,5f04a092b712400db27ef0f3,636141e222d4c93c68189cfb,62e8e1ca5c8e225c556e0af8,intervention,11182,3
176,54,none,intervention,Higher degree,106154,1667318347605,1667318241451,male,spaceColony,1,english,choice,56ce42d9465e580006846f57,636141e462f569800f01bd80,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,26357,0
176,54,none,intervention,Higher degree,106154,1667318347605,1667318241451,male,spaceColony,1,english,justification,56ce42d9465e580006846f57,636141e462f569800f01bd80,62e8e1ca5c8e225c556e0af8,it gives you two chances to get more crop and the high yield could offset the water and high resources needed,27301,1
176,54,none,intervention,Higher degree,106154,1667318347605,1667318241451,male,spaceColony,1,english,relation,56ce42d9465e580006846f57,636141e462f569800f01bd80,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",18944,2
176,54,none,intervention,Higher degree,106154,1667318347605,1667318241451,male,spaceColony,1,english,ralocrop,56ce42d9465e580006846f57,636141e462f569800f01bd80,62e8e1ca5c8e225c556e0af8,intervention,14878,3
177,26,,association,Graduated College,114018,1667318360039,1667318246021,female,spaceColony,1,english,choice,5ea04e9dbb81f60726da2182,636141e01a55f805256056f0,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,20377,0
177,26,,association,Graduated College,114018,1667318360039,1667318246021,female,spaceColony,1,english,justification,5ea04e9dbb81f60726da2182,636141e01a55f805256056f0,62e8e1ca5c8e225c556e0af8,"if you cultivate two different things you have a better chance of success
",25915,1
177,26,,association,Graduated College,114018,1667318360039,1667318246021,female,spaceColony,1,english,relation,5ea04e9dbb81f60726da2182,636141e01a55f805256056f0,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",13981,2
177,26,,association,Graduated College,114018,1667318360039,1667318246021,female,spaceColony,1,english,ralocrop,5ea04e9dbb81f60726da2182,636141e01a55f805256056f0,62e8e1ca5c8e225c556e0af8,intervention,4194,3
178,36,,association,Graduated College,105973,1667318360592,1667318254619,male,spaceColony,1,English ,choice,5f989f291028cb1a8b555969,636141ea4fc792b03b208396,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,22929,0
178,36,,association,Graduated College,105973,1667318360592,1667318254619,male,spaceColony,1,English ,justification,5f989f291028cb1a8b555969,636141ea4fc792b03b208396,62e8e1ca5c8e225c556e0af8,Because it seems that with ralocrop we will have a better supply of xeliherb in the long term.  Need to think of the future and not just the now. ,32455,1
178,36,,association,Graduated College,105973,1667318360592,1667318254619,male,spaceColony,1,English ,relation,5f989f291028cb1a8b555969,636141ea4fc792b03b208396,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",21332,2
178,36,,association,Graduated College,105973,1667318360592,1667318254619,male,spaceColony,1,English ,ralocrop,5f989f291028cb1a8b555969,636141ea4fc792b03b208396,62e8e1ca5c8e225c556e0af8,intervention,10829,3
182,48,none,association,Graduated College,115899,1667318370654,1667318254755,female,spaceColony,1,English,choice,5d88db42c1d06e001a1fdcab,636141e6952756233b045131,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,30723,0
182,48,none,association,Graduated College,115899,1667318370654,1667318254755,female,spaceColony,1,English,justification,5d88db42c1d06e001a1fdcab,636141e6952756233b045131,62e8e1ca5c8e225c556e0af8,I think in order for long term survival you would need to culivate both plants to try and have a good supply of what you need.,33049,1
182,48,none,association,Graduated College,115899,1667318370654,1667318254755,female,spaceColony,1,English,relation,5d88db42c1d06e001a1fdcab,636141e6952756233b045131,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",16620,2
182,48,none,association,Graduated College,115899,1667318370654,1667318254755,female,spaceColony,1,English,ralocrop,5d88db42c1d06e001a1fdcab,636141e6952756233b045131,62e8e1ca5c8e225c556e0af8,association,15732,3
187,35,,association,Graduated College,116484,1667318376013,1667318259529,female,spaceColony,1,English,choice,5f32fa63575cf50db8d2cc90,636141edb94d3a5112f7de73,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,33939,0
187,35,,association,Graduated College,116484,1667318376013,1667318259529,female,spaceColony,1,English,justification,5f32fa63575cf50db8d2cc90,636141edb94d3a5112f7de73,62e8e1ca5c8e225c556e0af8,To ensure that the plants thrive it appears both are needed.,18893,1
187,35,,association,Graduated College,116484,1667318376013,1667318259529,female,spaceColony,1,English,relation,5f32fa63575cf50db8d2cc90,636141edb94d3a5112f7de73,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",28127,2
187,35,,association,Graduated College,116484,1667318376013,1667318259529,female,spaceColony,1,English,ralocrop,5f32fa63575cf50db8d2cc90,636141edb94d3a5112f7de73,62e8e1ca5c8e225c556e0af8,intervention,20256,3
190,34,,observation,Graduated College,105387,1667318385206,1667318279819,female,spaceColony,1,English,choice,5e9a2f95fe11450cc4a6b2be,63614201924e3ded7f84f2e0,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,23011,0
190,34,,observation,Graduated College,105387,1667318385206,1667318279819,female,spaceColony,1,English,justification,5e9a2f95fe11450cc4a6b2be,63614201924e3ded7f84f2e0,62e8e1ca5c8e225c556e0af8,"If we cultivated both, we'd have more resources in the end. A small percentage of our cultivation efforts could go to ralopcorpl and the majority to xeliherb",47813,1
190,34,,observation,Graduated College,105387,1667318385206,1667318279819,female,spaceColony,1,English,relation,5e9a2f95fe11450cc4a6b2be,63614201924e3ded7f84f2e0,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",11073,2
190,34,,observation,Graduated College,105387,1667318385206,1667318279819,female,spaceColony,1,English,ralocrop,5e9a2f95fe11450cc4a6b2be,63614201924e3ded7f84f2e0,62e8e1ca5c8e225c556e0af8,association,9020,3
197,20,,observation,Graduated High-school,150071,1667318402480,1667318252409,male,spaceColony,1,English,choice,62d8e75cba698660a22802c7,636141eaff0525f8e89ffb28,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,40386,0
197,20,,observation,Graduated High-school,150071,1667318402480,1667318252409,male,spaceColony,1,English,justification,62d8e75cba698660a22802c7,636141eaff0525f8e89ffb28,62e8e1ca5c8e225c556e0af8,"I wanted to maximize xeliherb production, and said maximization would benefit more than the loss of resources from the ralocrops.",50683,1
197,20,,observation,Graduated High-school,150071,1667318402480,1667318252409,male,spaceColony,1,English,relation,62d8e75cba698660a22802c7,636141eaff0525f8e89ffb28,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",27310,2
197,20,,observation,Graduated High-school,150071,1667318402480,1667318252409,male,spaceColony,1,English,ralocrop,62d8e75cba698660a22802c7,636141eaff0525f8e89ffb28,62e8e1ca5c8e225c556e0af8,observation,20370,3
203,40,the study was very interesting thank you,intervention,Higher degree,173259,1667318414308,1667318241050,male,spaceColony,1,English,choice,566feba6b937e400052d33b2,636141d775f981937d584ada,62e8e1ca5c8e225c556e0af8,only xeliherb,38817,0
203,40,the study was very interesting thank you,intervention,Higher degree,173259,1667318414308,1667318241050,male,spaceColony,1,English,justification,566feba6b937e400052d33b2,636141d775f981937d584ada,62e8e1ca5c8e225c556e0af8,i believe for the operation to be cost effective then farming xeliheb is the best option for the team.,54262,1
203,40,the study was very interesting thank you,intervention,Higher degree,173259,1667318414308,1667318241050,male,spaceColony,1,English,relation,566feba6b937e400052d33b2,636141d775f981937d584ada,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",23147,2
203,40,the study was very interesting thank you,intervention,Higher degree,173259,1667318414308,1667318241050,male,spaceColony,1,English,ralocrop,566feba6b937e400052d33b2,636141d775f981937d584ada,62e8e1ca5c8e225c556e0af8,association,15946,3
179,52,,intervention,Graduated College,97998,1667318359563,1667318261565,female,spaceColony,1,,choice,60b3e6ad448226548d21fc4d,636141f566762d12e1c8d8bf,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,49500,0
179,52,,intervention,Graduated College,97998,1667318359563,1667318261565,female,spaceColony,1,,justification,60b3e6ad448226548d21fc4d,636141f566762d12e1c8d8bf,62e8e1ca5c8e225c556e0af8,Hedging one's bets is always a good idea. ,15481,1
179,52,,intervention,Graduated College,97998,1667318359563,1667318261565,female,spaceColony,1,,relation,60b3e6ad448226548d21fc4d,636141f566762d12e1c8d8bf,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",10963,2
179,52,,intervention,Graduated College,97998,1667318359563,1667318261565,female,spaceColony,1,,ralocrop,60b3e6ad448226548d21fc4d,636141f566762d12e1c8d8bf,62e8e1ca5c8e225c556e0af8,association,4590,3
180,30,,observation,Graduated College,87641,1667318367329,1667318279688,female,spaceColony,1,English,choice,5f2acd4b53b8533a53c7bc89,636142039a9a3abec11c673e,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,25440,0
180,30,,observation,Graduated College,87641,1667318367329,1667318279688,female,spaceColony,1,English,justification,5f2acd4b53b8533a53c7bc89,636142039a9a3abec11c673e,62e8e1ca5c8e225c556e0af8,because it will help to grow more xeliherb,12514,1
180,30,,observation,Graduated College,87641,1667318367329,1667318279688,female,spaceColony,1,English,relation,5f2acd4b53b8533a53c7bc89,636142039a9a3abec11c673e,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",22832,2
180,30,,observation,Graduated College,87641,1667318367329,1667318279688,female,spaceColony,1,English,ralocrop,5f2acd4b53b8533a53c7bc89,636142039a9a3abec11c673e,62e8e1ca5c8e225c556e0af8,intervention,7272,3
188,35,none,association,Graduated College,127998,1667318381308,1667318253310,female,spaceColony,1,English,choice,5b1efc25bdf4e1000163af46,636141eb06926018e26056eb,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,37837,0
188,35,none,association,Graduated College,127998,1667318381308,1667318253310,female,spaceColony,1,English,justification,5b1efc25bdf4e1000163af46,636141eb06926018e26056eb,62e8e1ca5c8e225c556e0af8,Because you need a high yield of xeliherb to survive,19954,1
188,35,none,association,Graduated College,127998,1667318381308,1667318253310,female,spaceColony,1,English,relation,5b1efc25bdf4e1000163af46,636141eb06926018e26056eb,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",32943,2
188,35,none,association,Graduated College,127998,1667318381308,1667318253310,female,spaceColony,1,English,ralocrop,5b1efc25bdf4e1000163af46,636141eb06926018e26056eb,62e8e1ca5c8e225c556e0af8,association,13992,3
195,58,,observation,Graduated College,139146,1667318398092,1667318258946,female,spaceColony,1,English,choice,5967e9a831394d0001abdb3f,636141ed6bc19f3aa3935ebb,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,28090,0
195,58,,observation,Graduated College,139146,1667318398092,1667318258946,female,spaceColony,1,English,justification,5967e9a831394d0001abdb3f,636141ed6bc19f3aa3935ebb,62e8e1ca5c8e225c556e0af8,"Xeliherb has already been observed to grow where ralocrop grows.  It could be that Xeliherb doesn't grow when planted on it's own, so it needs a companion plant to grow.",49225,1
195,58,,observation,Graduated College,139146,1667318398092,1667318258946,female,spaceColony,1,English,relation,5967e9a831394d0001abdb3f,636141ed6bc19f3aa3935ebb,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",29225,2
195,58,,observation,Graduated College,139146,1667318398092,1667318258946,female,spaceColony,1,English,ralocrop,5967e9a831394d0001abdb3f,636141ed6bc19f3aa3935ebb,62e8e1ca5c8e225c556e0af8,association,15011,3
204,28,n/a,observation,Graduated College,122023,1667318415572,1667318293549,female,spaceColony,1,english,choice,6102c1985bc0272a6ac32793,6361420506926018e26056f0,62e8e1ca5c8e225c556e0af8,only xeliherb,48201,0
204,28,n/a,observation,Graduated College,122023,1667318415572,1667318293549,female,spaceColony,1,english,justification,6102c1985bc0272a6ac32793,6361420506926018e26056f0,62e8e1ca5c8e225c556e0af8,Its important to control the use of water and resources and if we are able to get it from xeliherb then we should focus on getting the most of that. ,28967,1
204,28,n/a,observation,Graduated College,122023,1667318415572,1667318293549,female,spaceColony,1,english,relation,6102c1985bc0272a6ac32793,6361420506926018e26056f0,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",6830,2
204,28,n/a,observation,Graduated College,122023,1667318415572,1667318293549,female,spaceColony,1,english,ralocrop,6102c1985bc0272a6ac32793,6361420506926018e26056f0,62e8e1ca5c8e225c556e0af8,observation,19076,3
215,69,,observation,Graduated High-school,149520,1667318430146,1667318280626,female,spaceColony,1,English,choice,62cea3ebf9bdac6107278cb5,636141fe9714ea130db08446,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,58234,0
215,69,,observation,Graduated High-school,149520,1667318430146,1667318280626,female,spaceColony,1,English,justification,62cea3ebf9bdac6107278cb5,636141fe9714ea130db08446,62e8e1ca5c8e225c556e0af8,As a high yield of Xeliherb is needed for survival I would prefer to increase the yield by whatever means required.,30538,1
215,69,,observation,Graduated High-school,149520,1667318430146,1667318280626,female,spaceColony,1,English,relation,62cea3ebf9bdac6107278cb5,636141fe9714ea130db08446,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",20530,2
215,69,,observation,Graduated High-school,149520,1667318430146,1667318280626,female,spaceColony,1,English,ralocrop,62cea3ebf9bdac6107278cb5,636141fe9714ea130db08446,62e8e1ca5c8e225c556e0af8,association,14174,3
219,31,,intervention,Higher degree,166394,1667318434468,1667318268074,female,spaceColony,1,english,choice,5f50e3d60305bb088998b766,636141f78a3f1dcbc30a5f50,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,45481,0
219,31,,intervention,Higher degree,166394,1667318434468,1667318268074,female,spaceColony,1,english,justification,5f50e3d60305bb088998b766,636141f78a3f1dcbc30a5f50,62e8e1ca5c8e225c556e0af8,"because it's necessary to grow xeliherb for survival, and you can grow more of it with ralocorp. there's no point saving water etc if you cant survive anyway.",65468,1
219,31,,intervention,Higher degree,166394,1667318434468,1667318268074,female,spaceColony,1,english,relation,5f50e3d60305bb088998b766,636141f78a3f1dcbc30a5f50,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",22680,2
219,31,,intervention,Higher degree,166394,1667318434468,1667318268074,female,spaceColony,1,english,ralocrop,5f50e3d60305bb088998b766,636141f78a3f1dcbc30a5f50,62e8e1ca5c8e225c556e0af8,intervention,17961,3
221,35,,observation,Graduated College,192622,1667318427835,1667318235213,female,spaceColony,1,English,choice,5923c61747508d000152e47b,636141dc45f3412099aa5669,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,76363,0
221,35,,observation,Graduated College,192622,1667318427835,1667318235213,female,spaceColony,1,English,justification,5923c61747508d000152e47b,636141dc45f3412099aa5669,62e8e1ca5c8e225c556e0af8,I believe xeliherb is likely to need ralocrop to grow.,25510,1
221,35,,observation,Graduated College,192622,1667318427835,1667318235213,female,spaceColony,1,English,relation,5923c61747508d000152e47b,636141dc45f3412099aa5669,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",40167,2
221,35,,observation,Graduated College,192622,1667318427835,1667318235213,female,spaceColony,1,English,ralocrop,5923c61747508d000152e47b,636141dc45f3412099aa5669,62e8e1ca5c8e225c556e0af8,intervention,27131,3
224,35,,intervention,Graduated High-school,168827,1667318438092,1667318269265,male,spaceColony,1,English,choice,628775652a4a95dff424b930,636141f30aac9a2ac5f7de4b,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,62716,0
224,35,,intervention,Graduated High-school,168827,1667318438092,1667318269265,male,spaceColony,1,English,justification,628775652a4a95dff424b930,636141f30aac9a2ac5f7de4b,62e8e1ca5c8e225c556e0af8,i would rather sacrifice resources for higher yields,25885,1
224,35,,intervention,Graduated High-school,168827,1667318438092,1667318269265,male,spaceColony,1,English,relation,628775652a4a95dff424b930,636141f30aac9a2ac5f7de4b,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",34948,2
224,35,,intervention,Graduated High-school,168827,1667318438092,1667318269265,male,spaceColony,1,English,ralocrop,628775652a4a95dff424b930,636141f30aac9a2ac5f7de4b,62e8e1ca5c8e225c556e0af8,intervention,26231,3
181,34,,intervention,Graduated High-school,123973,1667318366985,1667318243012,female,spaceColony,1,English,choice,5c6709ab926a5b0001eb29c1,636141db5f81451cc18363f2,62e8e1ca5c8e225c556e0af8,only xeliherb,58367,0
181,34,,intervention,Graduated High-school,123973,1667318366985,1667318243012,female,spaceColony,1,English,justification,5c6709ab926a5b0001eb29c1,636141db5f81451cc18363f2,62e8e1ca5c8e225c556e0af8,The description mentioned that my goal on my team was to collect just xeliherb. ,17378,1
181,34,,intervention,Graduated High-school,123973,1667318366985,1667318243012,female,spaceColony,1,English,relation,5c6709ab926a5b0001eb29c1,636141db5f81451cc18363f2,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",16727,2
181,34,,intervention,Graduated High-school,123973,1667318366985,1667318243012,female,spaceColony,1,English,ralocrop,5c6709ab926a5b0001eb29c1,636141db5f81451cc18363f2,62e8e1ca5c8e225c556e0af8,intervention,18730,3
205,43,,observation,Graduated High-school,158707,1667318416235,1667318257528,female,spaceColony,1,English,choice,62e16e79326aa8ba7e6edeaf,636141eb229b4a786a0a5f39,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,33577,0
205,43,,observation,Graduated High-school,158707,1667318416235,1667318257528,female,spaceColony,1,English,justification,62e16e79326aa8ba7e6edeaf,636141eb229b4a786a0a5f39,62e8e1ca5c8e225c556e0af8,It would appear the ralocrop helps or supports the xeliherb plant in some way so it worth protecting to ensure maximum production of the xeliherb.,72821,1
205,43,,observation,Graduated High-school,158707,1667318416235,1667318257528,female,spaceColony,1,English,relation,62e16e79326aa8ba7e6edeaf,636141eb229b4a786a0a5f39,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",16724,2
205,43,,observation,Graduated High-school,158707,1667318416235,1667318257528,female,spaceColony,1,English,ralocrop,62e16e79326aa8ba7e6edeaf,636141eb229b4a786a0a5f39,62e8e1ca5c8e225c556e0af8,observation,14076,3
229,73,,intervention,Higher degree,169588,1667318442399,1667318272811,male,spaceColony,1,English,choice,5b12dd2630d562000155d420,636141f80aac9a2ac5f7de4d,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,57058,0
229,73,,intervention,Higher degree,169588,1667318442399,1667318272811,male,spaceColony,1,English,justification,5b12dd2630d562000155d420,636141f80aac9a2ac5f7de4d,62e8e1ca5c8e225c556e0af8,Because it said that to survive you needed to cultivate both seeds together - I'd like us to survive!,31784,1
229,73,,intervention,Higher degree,169588,1667318442399,1667318272811,male,spaceColony,1,English,relation,5b12dd2630d562000155d420,636141f80aac9a2ac5f7de4d,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",21555,2
229,73,,intervention,Higher degree,169588,1667318442399,1667318272811,male,spaceColony,1,English,ralocrop,5b12dd2630d562000155d420,636141f80aac9a2ac5f7de4d,62e8e1ca5c8e225c556e0af8,intervention,18806,3
232,34,Had no technical difficulties and found the questions to be easy to follow and understand.,association,Higher degree,175704,1667318448256,1667318272552,male,spaceColony,1,English,choice,5f9802a1306ea3045e8c0b43,636141f946d83c3be09ab530,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,53443,0
232,34,Had no technical difficulties and found the questions to be easy to follow and understand.,association,Higher degree,175704,1667318448256,1667318272552,male,spaceColony,1,English,justification,5f9802a1306ea3045e8c0b43,636141f946d83c3be09ab530,62e8e1ca5c8e225c556e0af8,Seems to make sense to have them both as a higher presence of ralocrop will yield higher amounts of xeliherb. This should offset any extra resources required.,50469,1
232,34,Had no technical difficulties and found the questions to be easy to follow and understand.,association,Higher degree,175704,1667318448256,1667318272552,male,spaceColony,1,English,relation,5f9802a1306ea3045e8c0b43,636141f946d83c3be09ab530,62e8e1ca5c8e225c556e0af8,Cultivation of ralocrop is easy and cheap.,18735,2
232,34,Had no technical difficulties and found the questions to be easy to follow and understand.,association,Higher degree,175704,1667318448256,1667318272552,male,spaceColony,1,English,ralocrop,5f9802a1306ea3045e8c0b43,636141f946d83c3be09ab530,62e8e1ca5c8e225c556e0af8,association,17614,3
245,59,,association,Graduated College,182428,1667318468737,1667318286309,female,spaceColony,1,English,choice,60d9e7e76cf2ab6d21eb5f99,636142041ba5a1b16b9c9603,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,53616,0
245,59,,association,Graduated College,182428,1667318468737,1667318286309,female,spaceColony,1,English,justification,60d9e7e76cf2ab6d21eb5f99,636142041ba5a1b16b9c9603,62e8e1ca5c8e225c556e0af8,The presence of ralocrop is needed to benefit xeliherb,40093,1
245,59,,association,Graduated College,182428,1667318468737,1667318286309,female,spaceColony,1,English,relation,60d9e7e76cf2ab6d21eb5f99,636142041ba5a1b16b9c9603,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",27052,2
245,59,,association,Graduated College,182428,1667318468737,1667318286309,female,spaceColony,1,English,ralocrop,60d9e7e76cf2ab6d21eb5f99,636142041ba5a1b16b9c9603,62e8e1ca5c8e225c556e0af8,association,29266,3
250,35,,association,Graduated College,216850,1667318488227,1667318271377,male,spaceColony,1,english,choice,603b9be389c6cf7d0dd74fd1,636141f8eec3578346935eab,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,81993,0
250,35,,association,Graduated College,216850,1667318488227,1667318271377,male,spaceColony,1,english,justification,603b9be389c6cf7d0dd74fd1,636141f8eec3578346935eab,62e8e1ca5c8e225c556e0af8,"As the other planet has a big supply, I feel the investment is vital if it needed for survival.",35365,1
250,35,,association,Graduated College,216850,1667318488227,1667318271377,male,spaceColony,1,english,relation,603b9be389c6cf7d0dd74fd1,636141f8eec3578346935eab,62e8e1ca5c8e225c556e0af8,Cultivation of ralocrop is easy and cheap.,47185,2
250,35,,association,Graduated College,216850,1667318488227,1667318271377,male,spaceColony,1,english,ralocrop,603b9be389c6cf7d0dd74fd1,636141f8eec3578346935eab,62e8e1ca5c8e225c556e0af8,association,26261,3
277,44,,intervention,Graduated High-school,297620,1667318572631,1667318275011,male,spaceColony,1,English ,choice,5e5ecacb98079209c7b8f685,636141fbf40206439c9c95f8,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,169416,0
277,44,,intervention,Graduated High-school,297620,1667318572631,1667318275011,male,spaceColony,1,English ,justification,5e5ecacb98079209c7b8f685,636141fbf40206439c9c95f8,62e8e1ca5c8e225c556e0af8,Because it would take less time to grow both therefore probably more cost effective in the long run ,30211,1
277,44,,intervention,Graduated High-school,297620,1667318572631,1667318275011,male,spaceColony,1,English ,relation,5e5ecacb98079209c7b8f685,636141fbf40206439c9c95f8,62e8e1ca5c8e225c556e0af8,"Cultivation of ralocrop is costly (water, energy resources).",36788,2
277,44,,intervention,Graduated High-school,297620,1667318572631,1667318275011,male,spaceColony,1,English ,ralocrop,5e5ecacb98079209c7b8f685,636141fbf40206439c9c95f8,62e8e1ca5c8e225c556e0af8,intervention,23687,3
280,35,,intervention,Higher degree,325201,1667318578776,1667318253575,female,spaceColony,1,English,choice,59dd90f6e75b450001a68dac,636141e55f81451cc18363f6,62e8e1ca5c8e225c556e0af8,both xeliherb and ralocrop,140613,0
