submission_id,age,comments,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,itemNr,languages,measure,prolific_pid,prolific_session_id,prolific_study_id,responseType,response,responseTime,trialNR
4526,43,"Interesting study, thanks!",association,Higher degree,789728,1668438638206,1668437848478,male,spaceColony,1,English,reproduction,5b0f33dd1e55760001b9a9ce,637257489b6a72e481086ebb,62e8e1ca5c8e225c556e0af8,causation,"Important message: The plant xeliherb is necessary for survival and it only grows here on Xelifan-3. We have done research and found that xeliherb grows better when there is also ralocrop growing.  Ralocrop is more expensive to grow and needs more resources but without it you won't be able to grow enough xeliherb to survive, because it helps to cultivate it!  We would recommend that you focus on growing both xeliherb and ralocrop because the more ralocrop you grow the easier it will be to grow xeliherb as well.  Wanted to let you know about this important news now because we may not be able to be in contact again for a long time!  Stay safe!",250318,2
4527,33,,association,Graduated High-school,71131,1668439271525,1668439200394,male,spaceColony,1,English,choice,5d951ede9b6f880018f63b6e,63725c9c154508e29ee57cfa,62e8e1ca5c8e225c556e0af8,,only xeliherb,36175,0
4527,33,,association,Graduated High-school,71131,1668439271525,1668439200394,male,spaceColony,1,English,justification,5d951ede9b6f880018f63b6e,63725c9c154508e29ee57cfa,62e8e1ca5c8e225c556e0af8,,I wanted to save as much on costs as possible,9572,1
4527,33,,association,Graduated High-school,71131,1668439271525,1668439200394,male,spaceColony,1,English,reproduction,5d951ede9b6f880018f63b6e,63725c9c154508e29ee57cfa,62e8e1ca5c8e225c556e0af8,directive-xeliherb,We only need xeliherb to survive so get it,16276,2
4528,25,,association,Higher degree,102914,1668439302855,1668439199941,male,spaceColony,1,English,choice,6310c063bd0cce86b0289d20,63725c9bd7c8113034f42f0c,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,28676,0
4528,25,,association,Higher degree,102914,1668439302855,1668439199941,male,spaceColony,1,English,justification,6310c063bd0cce86b0289d20,63725c9bd7c8113034f42f0c,62e8e1ca5c8e225c556e0af8,,It seems more logical to cultivate two crops to minimise the risk if one has a poor yield,21861,1
4528,25,,association,Higher degree,102914,1668439302855,1668439199941,male,spaceColony,1,English,reproduction,6310c063bd0cce86b0289d20,63725c9bd7c8113034f42f0c,62e8e1ca5c8e225c556e0af8,causation,xeliherb is vital but ralocrop produces a good quantity of it,26688,2
4529,30,NA,association,Graduated College,114789,1668439321712,1668439206923,male,spaceColony,1,English,choice,57dd186e6598aa0001992616,63725c9d2784e5ed6f286cf8,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,45406,0
4529,30,NA,association,Graduated College,114789,1668439321712,1668439206923,male,spaceColony,1,English,justification,57dd186e6598aa0001992616,63725c9d2784e5ed6f286cf8,62e8e1ca5c8e225c556e0af8,,We need to survive so we can't take a chance that we don't need both of them.,28145,1
4529,30,NA,association,Graduated College,114789,1668439321712,1668439206923,male,spaceColony,1,English,reproduction,57dd186e6598aa0001992616,63725c9d2784e5ed6f286cf8,62e8e1ca5c8e225c556e0af8,directive-xeliherb,You need both xeliherb and ralocrop to survive.,23197,2
4531,40,,association,Graduated High-school,133376,1668439335632,1668439202256,female,spaceColony,1,English,choice,617378aeffbba11d8971051c,63725c9d1355558b415a4b75,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,38611,0
4531,40,,association,Graduated High-school,133376,1668439335632,1668439202256,female,spaceColony,1,English,justification,617378aeffbba11d8971051c,63725c9d1355558b415a4b75,62e8e1ca5c8e225c556e0af8,,Both are needed for survival.,13765,1
4531,40,,association,Graduated High-school,133376,1668439335632,1668439202256,female,spaceColony,1,English,reproduction,617378aeffbba11d8971051c,63725c9d1355558b415a4b75,62e8e1ca5c8e225c556e0af8,causation,Xeliherb is rare but you can get more of it if you also harvest ralocrop. Ralocrop takes more resources though.,65868,2
4532,25,,association,Higher degree,146489,1668439349676,1668439203187,other,spaceColony,1,english,choice,5ec6dc260f6f6211b434e57c,63725c9ce9c2f0451c99836f,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,24224,0
4532,25,,association,Higher degree,146489,1668439349676,1668439203187,other,spaceColony,1,english,justification,5ec6dc260f6f6211b434e57c,63725c9ce9c2f0451c99836f,62e8e1ca5c8e225c556e0af8,,"Because xeliherb is essential for survival, so using resources on making sure it grows well is necessary",39776,1
4532,25,,association,Higher degree,146489,1668439349676,1668439203187,other,spaceColony,1,english,reproduction,5ec6dc260f6f6211b434e57c,63725c9ce9c2f0451c99836f,62e8e1ca5c8e225c556e0af8,causation,The seeds of xeliherb are essential to survival. A good crop of seeds can be gained by growing xeliherb alongside ralocrop. Ralocrop needs a lot of water to be grown,66054,2
4543,58,,association,Graduated High-school,328660,1668439543552,1668439214892,female,spaceColony,1,ENGLISH,choice,5cbf1437f74bd50017aa1652,63725c9a28582e63fbeaf234,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,63129,0
4543,58,,association,Graduated High-school,328660,1668439543552,1668439214892,female,spaceColony,1,ENGLISH,justification,5cbf1437f74bd50017aa1652,63725c9a28582e63fbeaf234,62e8e1ca5c8e225c556e0af8,,"YOU HAVE TO CULTIVATE BOTH IN ORDER TO GET A LARGE AMOUNT OF XELIHERB. EVEN THOUGH RALOCROP IS MORE COSTLY, IT MAKE SENSE IN THE LONG TERM",104520,1
4543,58,,association,Graduated High-school,328660,1668439543552,1668439214892,female,spaceColony,1,ENGLISH,reproduction,5cbf1437f74bd50017aa1652,63725c9a28582e63fbeaf234,62e8e1ca5c8e225c556e0af8,causation,"YOU NEED XELIHERB FOR YOUR SERVIVAL, AS ITS HARD TO CULTIVATE AND YOU NEED PLENTY, YOU MOST GROW RALOCROP, WHICH AIDS THE GROWTH OF XELIHERB",122614,2
4547,36,,association,Higher degree,670961,1668439873764,1668439202803,female,spaceColony,1,English,choice,630399a40c33f0312473935b,63725c9b037d75595c03de70,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,60027,0
4547,36,,association,Higher degree,670961,1668439873764,1668439202803,female,spaceColony,1,English,justification,630399a40c33f0312473935b,63725c9b037d75595c03de70,62e8e1ca5c8e225c556e0af8,,It seems from the description that there is value in cultivating both plants to maximise the yield of xeliherb. Given that the colonists are heavily dependent on xeliherb then it would appear to be worth the investment in energy and water to promote ralocrop. The colonists may also be able to look at opportunities to harvest and make use of the ralocrop. ,201705,1
4547,36,,association,Higher degree,670961,1668439873764,1668439202803,female,spaceColony,1,English,reproduction,630399a40c33f0312473935b,63725c9b037d75595c03de70,62e8e1ca5c8e225c556e0af8,causation,"Xeliherb seed is critical to ensure our race continues to thrive. It is assumed to grow most prolifically when cultivated with ralocrop, which will require significantly more energy and resources to grow than xeliherb alone. It is recommended to run a trial to test this assumption before you decide if there is value in pursuing this co-planting approach on a larger scale. ",368759,2
4533,31,,association,Higher degree,153526,1668439354614,1668439201088,male,spaceColony,1,English,choice,5f3e6a07e06e71069f919082,63725c9caebdff7aa79eb48f,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,52918,0
4533,31,,association,Higher degree,153526,1668439354614,1668439201088,male,spaceColony,1,English,justification,5f3e6a07e06e71069f919082,63725c9caebdff7aa79eb48f,62e8e1ca5c8e225c556e0af8,,I'd want to produce as high a yield of ralocrop as possible,20171,1
4533,31,,association,Higher degree,153526,1668439354614,1668439201088,male,spaceColony,1,English,reproduction,5f3e6a07e06e71069f919082,63725c9caebdff7aa79eb48f,62e8e1ca5c8e225c556e0af8,causation,You should cultivate ralocrop as it will help you greatly with growing greater amounts of xeliherb. ,63910,2
4534,45,,association,Graduated College,164974,1668439362594,1668439197620,female,spaceColony,1,English,choice,5e29d24605043a02e9043472,63725c9d4621b3b6b8d364bd,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,29731,0
4534,45,,association,Graduated College,164974,1668439362594,1668439197620,female,spaceColony,1,English,justification,5e29d24605043a02e9043472,63725c9d4621b3b6b8d364bd,62e8e1ca5c8e225c556e0af8,,There seems to be a direct correlation and little time to examine the link.  Failure to have xeliherb would result in the death of the colonists.,48999,1
4534,45,,association,Graduated College,164974,1668439362594,1668439197620,female,spaceColony,1,English,reproduction,5e29d24605043a02e9043472,63725c9d4621b3b6b8d364bd,62e8e1ca5c8e225c556e0af8,correlation,You need to cultivate xeliherd and ralocrop.  There is a correlation.  Xeliherb is needed for survival.  ,58163,2
4535,40,,association,Higher degree,172840,1668439368599,1668439195759,male,spaceColony,1,english,choice,587d4ed4e4404c0001c9d1b9,63725c9964ebdfe5773eb56e,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,37710,0
4535,40,,association,Higher degree,172840,1668439368599,1668439195759,male,spaceColony,1,english,justification,587d4ed4e4404c0001c9d1b9,63725c9964ebdfe5773eb56e,62e8e1ca5c8e225c556e0af8,,to get a high yield,10231,1
4535,40,,association,Higher degree,172840,1668439368599,1668439195759,male,spaceColony,1,english,reproduction,587d4ed4e4404c0001c9d1b9,63725c9964ebdfe5773eb56e,62e8e1ca5c8e225c556e0af8,causation,grow xeliherb to srvive. It grows best with ralocrop,84457,2
4537,28,,association,Graduated High-school,185080,1668439384204,1668439199124,female,spaceColony,1,English,choice,62e057323b4ee04dd8f508f6,63725c9a06da8424c4e57cc2,62e8e1ca5c8e225c556e0af8,,only xeliherb,20462,0
4537,28,,association,Graduated High-school,185080,1668439384204,1668439199124,female,spaceColony,1,English,justification,62e057323b4ee04dd8f508f6,63725c9a06da8424c4e57cc2,62e8e1ca5c8e225c556e0af8,,"I would not want to waste any resources that aren't absolutely necessary. If I do not need the 2nd plant to survive or for any other important use, I would want to leave it undisturbed to protect the planet's ecosystem and environment.",53006,1
4537,28,,association,Graduated High-school,185080,1668439384204,1668439199124,female,spaceColony,1,English,reproduction,62e057323b4ee04dd8f508f6,63725c9a06da8424c4e57cc2,62e8e1ca5c8e225c556e0af8,directive-xeliherb,Xeliherb and Ralocrop grow together. Xeliherb must be cultivated to survive. Leave Ralocrop alone.. it uses too much water. Only cultivate Xeliherb unless dire circumstances call for another course of action.,92826,2
4539,20,,association,Graduated High-school,232323,1668439431990,1668439199667,female,spaceColony,1,English,choice,6124232e0de36853de1edfa5,63725c9a81ad30df4101147b,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,22994,0
4539,20,,association,Graduated High-school,232323,1668439431990,1668439199667,female,spaceColony,1,English,justification,6124232e0de36853de1edfa5,63725c9a81ad30df4101147b,62e8e1ca5c8e225c556e0af8,,"I think it'd be very dangerous to risk not having a good yield of xeliherb, so it's better to sacrifice some resources to ensure that we have a large yield of the plant we need. I think the best option would be to cultivate both, but to limit how much of the ralocrop that's cultivated in order to control the use of our limited resources.",61500,1
4539,20,,association,Graduated High-school,232323,1668439431990,1668439199667,female,spaceColony,1,English,reproduction,6124232e0de36853de1edfa5,63725c9a81ad30df4101147b,62e8e1ca5c8e225c556e0af8,causation,"Xeliherb is a necessity for survival on this planet, but it is very sparse. Cultivating Xeliherb with another plant, ralocrop, increases your chances of cultivating a high yield of Xeliherb. However, the cultivation of ralocrop is very resource-draining, so you must be careful should you choose to use this plant to increase your yield of xeliherb.",131223,2
4538,60,,association,Higher degree,197516,1668439396541,1668439199026,female,spaceColony,1,english,choice,593ead9ea514380001e5cf86,63725c9c0ffee2a3fd0bdf24,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,58873,0
4538,60,,association,Higher degree,197516,1668439396541,1668439199026,female,spaceColony,1,english,justification,593ead9ea514380001e5cf86,63725c9c0ffee2a3fd0bdf24,62e8e1ca5c8e225c556e0af8,,more chances of growth,19956,1
4538,60,,association,Higher degree,197516,1668439396541,1668439199026,female,spaceColony,1,english,reproduction,593ead9ea514380001e5cf86,63725c9c0ffee2a3fd0bdf24,62e8e1ca5c8e225c556e0af8,directive-xeliherb,grow xeliherb as a priority first due to water demand.,86036,2
4542,40,,association,Graduated High-school,318606,1668439517877,1668439199271,male,spaceColony,1,,choice,632e9aa62793c18a857aece4,63725c99b8cb0eac0a564d01,62e8e1ca5c8e225c556e0af8,,only xeliherb,120001,0
4542,40,,association,Graduated High-school,318606,1668439517877,1668439199271,male,spaceColony,1,,justification,632e9aa62793c18a857aece4,63725c99b8cb0eac0a564d01,62e8e1ca5c8e225c556e0af8,,To ensure the survival of the colonists. ,18897,1
4542,40,,association,Graduated High-school,318606,1668439517877,1668439199271,male,spaceColony,1,,reproduction,632e9aa62793c18a857aece4,63725c99b8cb0eac0a564d01,62e8e1ca5c8e225c556e0af8,directive-xeliherb,"xeliherb is what you need to survive. If you have enough water make a plan to cultivate ralocrop that grows with xeliherb, but only if you have enough water so plan correctly. Don't die. ",148826,2
4545,40,,association,Higher degree,639879,1668439844704,1668439204825,male,spaceColony,1,English ,choice,5eea5e9ee0d561140ff250a1,63725c9d1164d76d968995a0,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,215850,0
4545,40,,association,Higher degree,639879,1668439844704,1668439204825,male,spaceColony,1,English ,justification,5eea5e9ee0d561140ff250a1,63725c9d1164d76d968995a0,62e8e1ca5c8e225c556e0af8,,"I would cultivate a minority of ralocrop compared to xeliherb (maybe 80%:20%). The reason for this is to insulate against shocks to the system, such as adverse weather, which could otherwise make survival dependant on other factors. While ralocrop might be resource-intensive by only cultivating a small amount I hope to reduce this impact to a manageable level.",185926,1
4545,40,,association,Higher degree,639879,1668439844704,1668439204825,male,spaceColony,1,English ,reproduction,5eea5e9ee0d561140ff250a1,63725c9d1164d76d968995a0,62e8e1ca5c8e225c556e0af8,causation,"Survival dependant on xeliherb cultivation. Ralocrop cultivation will assist in cultivating high yields of xeliherb. But beware, ralocrop is highly intensive on water/energy use.",208545,2
4544,30,,association,Graduated High-school,211021,1668439740654,1668439529633,female,spaceColony,1,,choice,610024bfd6e1038ba3b1601d,63725dd9862049930e863e6d,62e8e1ca5c8e225c556e0af8,,both xeliherb and ralocrop,60038,0
4544,30,,association,Graduated High-school,211021,1668439740654,1668439529633,female,spaceColony,1,,justification,610024bfd6e1038ba3b1601d,63725dd9862049930e863e6d,62e8e1ca5c8e225c556e0af8,,I chose both because the more the better even if it will cost resources i think it will be worth it in the end,33147,1
4544,30,,association,Graduated High-school,211021,1668439740654,1668439529633,female,spaceColony,1,,reproduction,610024bfd6e1038ba3b1601d,63725dd9862049930e863e6d,62e8e1ca5c8e225c556e0af8,none,xeliherb and ralocrop are imperative for survival on the plane. Even though ralocrop will need more resources to grow it will be worth it,95025,2
4546,34,,association,Graduated College,475647,1668439859894,1668439384247,male,spaceColony,1,english,choice,60327d95fb5e6823d96d15a0,63725d37e9c2f0451c998391,62e8e1ca5c8e225c556e0af8,,only xeliherb,109425,0
4546,34,,association,Graduated College,475647,1668439859894,1668439384247,male,spaceColony,1,english,justification,60327d95fb5e6823d96d15a0,63725d37e9c2f0451c998391,62e8e1ca5c8e225c556e0af8,,because it is much cheaper to cultivate the xeliherb,47033,1
4546,34,,association,Graduated College,475647,1668439859894,1668439384247,male,spaceColony,1,english,reproduction,60327d95fb5e6823d96d15a0,63725d37e9c2f0451c998391,62e8e1ca5c8e225c556e0af8,none,the xeliherb is good for you and it is much cheaper to cultivate and ralocrop is almost the same as the xeliherb but it is expensive to cultivate in terms of resources.  ,265896,2
